"","license_class","trips_per_day","farebox_per_day","unique_drivers","unique_vehicles","vehicles_per_day","avg_days_vehicles_on_road","avg_hours_per_day_per_vehicle","avg_days_drivers_on_road","avg_hours_per_day_per_driver","avg_minutes_per_trip","percent_of_trips_paid_with_credit_card","trips_per_day_shared","month_year","month_year1","trips_per_month","month_date","farebox_per_month","week","trips_per_week","year","farebox_per_week","total_trips_per_day","shared_trips_per_day_percent"
"491","Green",29136,386722,4601,4199,3320,23.7,5.8,22.2,5.7,13.2,0.53,NA,"2017-11",Nov 2017,874080,2017-11-28,11601660,"48",203952,"2017",2707054,NA,NA
"492","Green",29858,401160,4723,4287,3390,24.5,5.9,22.8,5.7,13.4,0.53,NA,"2017-10",Oct 2017,925598,2017-10-28,12435960,"43",209006,"2017",2808120,NA,NA
"493","Green",29409,402289,4693,4320,3337,23.2,5.8,21.9,5.7,13.3,0.51,NA,"2017-09",Sep 2017,882270,2017-09-28,12068670,"39",205863,"2017",2816023,NA,NA
"494","Green",27976,373385,4769,4384,3347,23.7,5.6,22.3,5.5,12.6,0.5,NA,"2017-08",Aug 2017,867256,2017-08-28,11574935,"35",195832,"2017",2613695,NA,NA
"495","Green",29503,391767,4969,4579,3463,23.4,5.7,22.2,5.5,12.6,0.5,NA,"2017-07",Jul 2017,914593,2017-07-28,12144777,"30",206521,"2017",2742369,NA,NA
"496","Green",32544,432850,5072,4686,3629,23.2,5.7,22,5.6,13.2,0.5,NA,"2017-06",Jun 2017,976320,2017-06-28,12985500,"26",227808,"2017",3029950,NA,NA
"497","Green",34174,449352,5302,4823,3740,24,5.8,22.4,5.7,13.1,0.5,NA,"2017-05",May 2017,1059394,2017-05-28,13929912,"21",239218,"2017",3145464,NA,NA
"498","Green",36024,465532,5337,4844,3803,23.6,6,22,5.8,12.5,0.5,NA,"2017-04",Apr 2017,1080720,2017-04-28,13965960,"17",252168,"2017",3258724,NA,NA
"499","Green",37341,473888,5357,4923,3789,23.9,6.1,22.5,5.9,12.4,0.49,NA,"2017-03",Mar 2017,1157571,2017-03-28,14690528,"13",261387,"2017",3317216,NA,NA
"500","Green",36509,461734,5533,5089,3895,21.4,5.9,20.2,5.8,12.1,0.5,NA,"2017-02",Feb 2017,1022252,2017-02-28,12928552,"09",255563,"2017",3232138,NA,NA
"501","Green",34497,431323,5751,5277,3918,23,5.7,21.7,5.5,11.8,0.49,NA,"2017-01",Jan 2017,1069407,2017-01-28,13371013,"04",241479,"2017",3019261,NA,NA
"502","Green",39488,508205,5935,5399,4166,23.9,6,22.4,5.8,12.4,0.48,NA,"2016-12",Dec 2016,1224128,2016-12-28,15754355,"52",276416,"2016",3557435,NA,NA
"503","Green",38272,501128,6065,5513,4258,23.2,5.8,21.6,5.7,12.8,0.49,NA,"2016-11",Nov 2016,1148160,2016-11-28,15033840,"48",267904,"2016",3507896,NA,NA
"504","Green",40405,540913,6215,5604,4331,24,5.9,22.1,5.8,13,0.5,NA,"2016-10",Oct 2016,1252555,2016-10-28,16768303,"43",282835,"2016",3786391,NA,NA
"505","Green",38741,529544,6341,5690,4272,22.5,5.8,20.7,5.7,13.4,0.49,NA,"2016-09",Sep 2016,1162230,2016-09-28,15886320,"39",271187,"2016",3706808,NA,NA
"506","Green",40241,547786,6359,5774,4329,23.2,6,21.7,5.9,12.9,0.49,NA,"2016-08",Aug 2016,1247471,2016-08-28,16981366,"34",281687,"2016",3834502,NA,NA
"507","Green",42979,589602,6471,5868,4408,23.3,6.2,21.7,6,13,0.5,NA,"2016-07",Jul 2016,1332349,2016-07-28,18277662,"30",300853,"2016",4127214,NA,NA
"508","Green",46817,645016,6582,5959,4711,23.7,6.2,22.1,6.1,13.5,0.49,NA,"2016-06",Jun 2016,1404510,2016-06-28,19350480,"26",327719,"2016",4515112,NA,NA
"509","Green",49573,681032,6672,6008,4730,24.4,6.5,22.6,6.3,13.5,0.5,NA,"2016-05",May 2016,1536763,2016-05-28,21111992,"21",347011,"2016",4767224,NA,NA
"510","Green",51458,692778,6770,6021,4789,23.9,6.6,21.9,6.4,13,0.51,NA,"2016-04",Apr 2016,1543740,2016-04-28,20783340,"17",360206,"2016",4849446,NA,NA
"511","Green",50850,673269,6816,6043,4768,24.5,6.5,22.3,6.3,12.6,0.5,NA,"2016-03",Mar 2016,1576350,2016-03-28,20871339,"13",355950,"2016",4712883,NA,NA
"512","Green",52093,676135,6871,6165,4843,22.8,6.5,21.1,6.3,12.3,0.5,NA,"2016-02",Feb 2016,1510697,2016-02-28,19607915,"08",364651,"2016",4732945,NA,NA
"513","Green",46621,613966,6994,6253,4648,23,6.3,21.2,6.1,12.5,0.49,NA,"2016-01",Jan 2016,1445251,2016-01-28,19032946,"04",326347,"2016",4297762,NA,NA
"514","Green",51880,700319,7120,6342,5030,24.6,6.4,22.5,6.3,12.9,0.48,NA,"2015-12",Dec 2015,1608280,2015-12-28,21709889,"52",363160,"2015",4902233,NA,NA
"515","Green",50999,685908,7132,6342,5036,23.8,6.4,21.8,6.2,12.9,0.49,NA,"2015-11",Nov 2015,1529970,2015-11-28,20577240,"47",356993,"2015",4801356,NA,NA
"516","Green",52598,716779,7157,6396,5083,24.6,6.5,22.7,6.3,13.3,0.48,NA,"2015-10",Oct 2015,1630538,2015-10-28,22220149,"43",368186,"2015",5017453,NA,NA
"517","Green",49830,687469,7181,6403,4932,23.1,6.4,21.2,6.2,13.2,0.47,NA,"2015-09",Sep 2015,1494900,2015-09-28,20624070,"39",348810,"2015",4812283,NA,NA
"518","Green",49429,678711,7215,6404,4911,23.8,6.4,21.8,6.2,12.8,0.46,NA,"2015-08",Aug 2015,1532299,2015-08-28,21040041,"34",346003,"2015",4750977,NA,NA
"519","Green",49730,681299,7321,6473,4981,23.9,6.3,21.7,6.1,13,0.45,NA,"2015-07",Jul 2015,1541630,2015-07-28,21120269,"30",348110,"2015",4769093,NA,NA
"520","Green",54628,801215,7483,6539,5196,23.8,6.5,21.6,6.3,13.3,0.45,NA,"2015-06",Jun 2015,1638840,2015-06-28,24036450,"25",382396,"2015",5608505,NA,NA
"521","Green",57637,862099,7513,6508,5177,24.7,6.8,22.2,6.5,13.6,0.46,NA,"2015-05",May 2015,1786747,2015-05-28,26725069,"21",403459,"2015",6034693,NA,NA
"522","Green",55473,805698,7388,6378,5032,23.7,6.7,21.2,6.4,13,0.46,NA,"2015-04",Apr 2015,1664190,2015-04-28,24170940,"17",388311,"2015",5639886,NA,NA
"523","Green",55567,793672,7254,6221,4835,24.1,6.7,21.5,6.5,13,0.45,NA,"2015-03",Mar 2015,1722577,2015-03-28,24603832,"12",388969,"2015",5555704,NA,NA
"524","Green",56242,798649,6880,5984,4723,22.1,6.9,20,6.6,12.9,0.45,NA,"2015-02",Feb 2015,1574776,2015-02-28,22362172,"08",393694,"2015",5590543,NA,NA
"525","Green",48659,673523,6919,5897,4498,23.6,6.6,21,6.3,12.1,0.45,NA,"2015-01",Jan 2015,1508429,2015-01-28,20879213,"04",340613,"2015",4714661,NA,NA
"526","Green",53078,701885,6933,5812,4651,24.8,6.8,21.7,6.5,12.9,0.44,NA,"2014-12",Dec 2014,1645418,2014-12-28,21758435,"51",371546,"2014",4913195,NA,NA
"527","Green",51600,684927,6622,5558,4499,24.3,6.9,21.3,6.6,13,0.45,NA,"2014-11",Nov 2014,1548000,2014-11-28,20547810,"47",361200,"2014",4794489,NA,NA
"528","Green",48100,649348,6488,5347,4280,24.8,6.8,21.3,6.5,13.1,0.45,NA,"2014-10",Oct 2014,1491100,2014-10-28,20129788,"43",336700,"2014",4545436,NA,NA
"529","Green",45394,623638,6311,5202,4153,23.9,6.7,20.6,6.4,13.2,0.44,NA,"2014-09",Sep 2014,1361820,2014-09-28,18709140,"38",317758,"2014",4365466,NA,NA
"530","Green",43381,595477,6249,5136,3989,24.1,6.7,20.7,6.4,12.8,0.42,NA,"2014-08",Aug 2014,1344811,2014-08-28,18459787,"34",303667,"2014",4168339,NA,NA
"531","Green",41094,560319,6180,5130,3958,23.9,6.4,20.8,6.1,12.7,0.42,NA,"2014-07",Jul 2014,1273914,2014-07-28,17369889,"30",287658,"2014",3922233,NA,NA
"532","Green",44590,616892,6158,5069,4040,23.9,6.7,20.7,6.4,13.2,0.41,NA,"2014-06",Jun 2014,1337700,2014-06-28,18506760,"25",312130,"2014",4318244,NA,NA
"533","Green",45853,636698,6136,4957,3998,25,6.9,21.3,6.5,13.4,0.41,NA,"2014-05",May 2014,1421443,2014-05-28,19737638,"21",320971,"2014",4456886,NA,NA
"534","Green",43625,580228,5894,4811,3799,23.7,6.8,20.4,6.4,12.5,0.39,NA,"2014-04",Apr 2014,1308750,2014-04-28,17406840,"17",305375,"2014",4061596,NA,NA
"535","Green",41718,543542,5620,4566,3547,24.1,6.9,20.7,6.5,12.2,0.37,NA,"2014-03",Mar 2014,1293258,2014-03-28,16849802,"12",292026,"2014",3804794,NA,NA
"536","Green",35895,465192,5085,4207,3065,20.4,6.8,17.8,6.5,12.6,0.35,NA,"2014-02",Feb 2014,1005060,2014-02-28,13025376,"08",251265,"2014",3256344,NA,NA
"537","Green",25923,331334,4564,3818,2409,19.6,6.5,17.2,6.1,11.9,0.35,NA,"2014-01",Jan 2014,803613,2014-01-28,10271354,"04",181461,"2014",2319338,NA,NA
"538","Green",19435,257398,3317,2736,1707,19.3,6.8,16.9,6.4,12.3,0.32,NA,"2013-12",Dec 2013,602485,2013-12-28,7979338,"51",136045,"2013",1801786,NA,NA
"539","Green",12692,168976,2160,1754,1044,17.9,7.1,15.5,6.6,12.3,0.34,NA,"2013-11",Nov 2013,380760,2013-11-28,5069280,"47",88844,"2013",1182832,NA,NA
"540","Green",5477,74128,1261,1128,500,13.7,6.6,12.8,6.3,12.4,0.33,NA,"2013-10",Oct 2013,169787,2013-10-28,2297968,"43",38339,"2013",518896,NA,NA
"541","Green",1632,23087,478,445,159,10.7,6.3,10.2,6.2,12.7,0.34,NA,"2013-09",Sep 2013,48960,2013-09-28,692610,"38",11424,"2013",161609,NA,NA
"542","Green",283,4028,129,114,33,7.3,5.4,6.8,5.1,11.4,0.3,NA,"2013-08",Aug 2013,8773,2013-08-28,124868,"34",1981,"2013",28196,NA,NA
"543","Yellow",94351,2473586,11818,8495,6689,23.6,8,19.7,6.9,17.8,0.81,NA,"2023-09",Sep 2023,2830530,2023-09-28,74207580,"39",660457,"2023",17315102,NA,NA
"544","Yellow",90485,2282461,11442,8341,6933,25.8,7.8,21.7,6.7,15.9,0.79,NA,"2023-08",Aug 2023,2805035,2023-08-28,70756291,"35",633395,"2023",15977227,NA,NA
"545","Yellow",93315,2347673,11396,8306,6811,25.4,7.9,21.5,6.8,18.3,0.79,NA,"2023-07",Jul 2023,2892765,2023-07-28,72777863,"30",653205,"2023",16433711,NA,NA
"546","Yellow",109766,2802472,11736,8384,7171,25.7,8.4,21.5,7.2,16.6,0.81,NA,"2023-06",Jun 2023,3292980,2023-06-28,84074160,"26",768362,"2023",19617304,NA,NA
"547","Yellow",112843,2867319,11661,8317,7186,26.8,8.6,22.4,7.3,16.8,0.81,NA,"2023-05",May 2023,3498133,2023-05-28,88886889,"21",789901,"2023",20071233,NA,NA
"548","Yellow",109071,2704765,11236,8172,6916,25.4,8.4,21.5,7.3,15.9,0.8,NA,"2023-04",Apr 2023,3272130,2023-04-28,81142950,"17",763497,"2023",18933355,NA,NA
"549","Yellow",109230,2658778,11235,8119,6970,26.6,8.5,22.5,7.3,15.5,0.81,NA,"2023-03",Mar 2023,3386130,2023-03-28,82422118,"13",764610,"2023",18611446,NA,NA
"550","Yellow",103632,2440127,10762,7886,6679,23.7,8.4,20.2,7.2,14.7,0.81,NA,"2023-02",Feb 2023,2901696,2023-02-28,68323556,"09",725424,"2023",17080889,NA,NA
"551","Yellow",98569,2335375,10594,7737,6354,25.5,8.2,21.6,7.1,14.4,0.8,NA,"2023-01",Jan 2023,3055639,2023-01-28,72396625,"04",689983,"2023",16347625,NA,NA
"552","Yellow",109287,2358881,10751,7791,6529,26,8.7,22,7.5,16.9,0.78,NA,"2022-12",Dec 2022,3387897,2022-12-28,73125311,"52",765009,"2022",16512167,NA,NA
"553","Yellow",108146,2088889,10804,7685,6100,23.8,9.1,19.9,7.7,16.5,0.8,NA,"2022-11",Nov 2022,3244380,2022-11-28,62666670,"48",757022,"2022",14622223,NA,NA
"554","Yellow",118197,2301955,10737,7585,6442,26.3,9.2,21.9,7.8,16.7,0.79,NA,"2022-10",Oct 2022,3664107,2022-10-28,71360605,"43",827379,"2022",16113685,NA,NA
"555","Yellow",105917,2109566,10249,7380,6005,24.4,8.9,20.4,7.6,17.2,0.79,NA,"2022-09",Sep 2022,3177510,2022-09-28,63286980,"39",741419,"2022",14766962,NA,NA
"556","Yellow",101327,1918362,9678,7169,5823,25.2,8.8,21.6,7.6,15.4,0.77,NA,"2022-08",Aug 2022,3141137,2022-08-28,59469222,"34",709289,"2022",13428534,NA,NA
"557","Yellow",102052,1921785,9843,7156,5702,24.7,8.9,20.8,7.7,15.1,0.77,NA,"2022-07",Jul 2022,3163612,2022-07-28,59575335,"30",714364,"2022",13452495,NA,NA
"558","Yellow",118213,2295511,10101,7246,6136,25.4,9.4,21.5,8,16.3,0.79,NA,"2022-06",Jun 2022,3546390,2022-06-28,68865330,"26",827491,"2022",16068577,NA,NA
"559","Yellow",115896,2244884,9977,7150,5961,25.8,9.3,21.6,8,16.4,0.79,NA,"2022-05",May 2022,3592776,2022-05-28,69591404,"21",811272,"2022",15714188,NA,NA
"560","Yellow",119627,2219111,9560,7053,5975,25.4,9.4,21.9,8,15.4,0.79,NA,"2022-04",Apr 2022,3588810,2022-04-28,66573330,"17",837389,"2022",15533777,NA,NA
"561","Yellow",116628,2097319,9535,6984,5907,26.2,9.4,22.3,8.1,14.8,0.79,NA,"2022-03",Mar 2022,3615468,2022-03-28,65016889,"13",816396,"2022",14681233,NA,NA
"562","Yellow",106036,1805858,8989,6734,5591,23.2,9.1,20.1,7.9,14,0.8,NA,"2022-02",Feb 2022,2969008,2022-02-28,50564024,"09",742252,"2022",12641006,NA,NA
"563","Yellow",79212,1330576,8803,6653,4989,23.3,8.2,20,7.2,12.7,0.78,NA,"2022-01",Jan 2022,2455572,2022-01-28,41247856,"04",554484,"2022",9314032,NA,NA
"564","Yellow",103586,1903868,9552,6908,5657,25.4,9,21.5,7.7,15.2,0.76,NA,"2021-12",Dec 2021,3211166,2021-12-28,59019908,"52",725102,"2021",13327076,NA,NA
"565","Yellow",115660,2103000,9516,6810,5763,25.4,9.5,21.3,8.2,15.3,0.78,NA,"2021-11",Nov 2021,3469800,2021-11-28,63090000,"47",809620,"2021",14721000,NA,NA
"566","Yellow",111643,1993304,9154,6600,5555,26.1,9.5,21.7,8.2,15.1,0.79,NA,"2021-10",Oct 2021,3460933,2021-10-28,61792424,"43",781501,"2021",13953128,NA,NA
"567","Yellow",98723,1826376,8502,6218,5069,24.5,9,19.9,8.1,15.2,0.78,NA,"2021-09",Sep 2021,2961690,2021-09-28,54791280,"39",691061,"2021",12784632,NA,NA
"568","Yellow",89924,1612966,7471,5888,4700,24.7,8.8,21.1,8.2,13.9,0.76,NA,"2021-08",Aug 2021,2787644,2021-08-28,50001946,"34",629468,"2021",11290762,NA,NA
"569","Yellow",91012,1605064,7350,5782,4631,24.8,8.9,21.1,8.3,13.9,0.76,NA,"2021-07",Jul 2021,2821372,2021-07-28,49756984,"30",637084,"2021",11235448,NA,NA
"570","Yellow",94462,1623722,7089,5646,4577,24.3,9.1,20.9,8.5,14.1,0.77,NA,"2021-06",Jun 2021,2833860,2021-06-28,48711660,"26",661234,"2021",11366054,NA,NA
"571","Yellow",80862,1355888,6587,5238,4113,24.3,8.8,20.6,8.2,13.4,0.77,NA,"2021-05",May 2021,2506722,2021-05-28,42032528,"21",566034,"2021",9491216,NA,NA
"572","Yellow",71986,1182845,6102,4924,3889,23.7,8.6,20.2,8.1,13,0.77,NA,"2021-04",Apr 2021,2159580,2021-04-28,35485350,"17",503902,"2021",8279915,NA,NA
"573","Yellow",61643,979152,5765,4719,3652,24,8.3,20.6,7.9,12.3,0.76,NA,"2021-03",Mar 2021,1910933,2021-03-28,30353712,"12",431501,"2021",6854064,NA,NA
"574","Yellow",48499,755111,5276,4496,3182,19.8,7.9,17.6,7.6,12.4,0.76,NA,"2021-02",Feb 2021,1357972,2021-02-28,21143108,"08",339493,"2021",5285777,NA,NA
"575","Yellow",44052,688808,5396,4625,3256,21.8,7.5,19.4,7.3,11.6,0.75,NA,"2021-01",Jan 2021,1365612,2021-01-28,21353048,"04",308364,"2021",4821656,NA,NA
"576","Yellow",47143,744814,6092,5142,3757,22.7,7.4,19.8,7.1,12.4,0.74,NA,"2020-12",Dec 2020,1461433,2020-12-28,23089234,"52",330001,"2020",5213698,NA,NA
"577","Yellow",50286,786221,6315,5209,3868,22.3,7.5,19.2,7.2,12.4,0.75,NA,"2020-11",Nov 2020,1508580,2020-11-28,23586630,"47",352002,"2020",5503547,NA,NA
"578","Yellow",54218,880037,6144,5092,3728,22.7,8,19.7,7.6,12.6,0.75,NA,"2020-10",Oct 2020,1680758,2020-10-28,27281147,"43",379526,"2020",6160259,NA,NA
"579","Yellow",44686,708390,5707,4914,3258,19.9,7.6,17.8,7.3,12.6,0.73,NA,"2020-09",Sep 2020,1340580,2020-09-28,21251700,"39",312802,"2020",4958730,NA,NA
"580","Yellow",32492,548766,5373,4759,2790,18.2,6.9,16.7,6.6,12.6,0.7,NA,"2020-08",Aug 2020,1007252,2020-08-28,17011746,"34",227444,"2020",3841362,NA,NA
"581","Yellow",25819,439016,3991,3806,1952,15.9,7.1,15.7,6.8,12.5,0.69,NA,"2020-07",Jul 2020,800389,2020-07-28,13609496,"30",180733,"2020",3073112,NA,NA
"582","Yellow",18326,314473,2970,2966,1554,15.7,6.7,16.2,6.5,12.4,0.67,NA,"2020-06",Jun 2020,549780,2020-06-28,9434190,"25",128282,"2020",2201311,NA,NA
"583","Yellow",11237,206544,2606,2613,1298,15.4,5.7,15.9,5.6,11.9,0.66,NA,"2020-05",May 2020,348347,2020-05-28,6402864,"21",78659,"2020",1445808,NA,NA
"584","Yellow",7931,119152,2212,2196,983,13.4,5.3,13.8,5.1,9.9,0.63,NA,"2020-04",Apr 2020,237930,2020-04-28,3574560,"17",55517,"2020",834064,NA,NA
"585","Yellow",97004,1620621,19065,11318,6162,16.9,8.8,13.2,6.7,13,0.74,NA,"2020-03",Mar 2020,3007124,2020-03-28,50239251,"12",679028,"2020",11344347,NA,NA
"586","Yellow",217216,3556087,20123,11418,10349,26.3,10.8,20.9,7.7,13.5,0.74,NA,"2020-02",Feb 2020,6299264,2020-02-28,103126523,"08",1520512,"2020",24892609,NA,NA
"587","Yellow",206604,3403736,20131,11435,10080,27.3,10.5,21.7,7.5,13.1,0.73,NA,"2020-01",Jan 2020,6404724,2020-01-28,105515816,"04",1446228,"2020",23826152,NA,NA
"588","Yellow",220786,3806944,20829,11478,10260,27.7,10.7,21.7,7.5,15,0.71,NA,"2019-12",Dec 2019,6844366,2019-12-28,118015264,"51",1545502,"2019",26648608,NA,NA
"589","Yellow",227654,3872769,20934,11431,10441,27.4,11,21.7,7.6,14.8,0.73,NA,"2019-11",Nov 2019,6829620,2019-11-28,116183070,"47",1593578,"2019",27109383,NA,NA
"590","Yellow",231171,4006128,20880,11380,10476,28.5,11.2,22.5,7.7,15.1,0.73,NA,"2019-10",Oct 2019,7166301,2019-10-28,124189968,"43",1618197,"2019",28042896,NA,NA
"591","Yellow",217747,3814692,20369,11302,10066,26.7,10.9,21,7.7,16,0.72,NA,"2019-09",Sep 2019,6532410,2019-09-28,114440760,"38",1524229,"2019",26702844,NA,NA
"592","Yellow",194798,3385162,19583,11237,9741,26.9,10.4,21.4,7.5,14.3,0.7,NA,"2019-08",Aug 2019,6038738,2019-08-28,104940022,"34",1363586,"2019",23696134,NA,NA
"593","Yellow",202443,3501565,20206,11366,9894,27,10.5,21.4,7.5,14.5,0.7,NA,"2019-07",Jul 2019,6275733,2019-07-28,108548515,"29",1417101,"2019",24510955,NA,NA
"594","Yellow",231335,4042788,20728,11533,10274,26.7,11,21.3,7.7,15.1,0.72,NA,"2019-06",Jun 2019,6940050,2019-06-28,121283640,"25",1619345,"2019",28299516,NA,NA
"595","Yellow",244017,4214808,21042,11689,10494,27.8,11.2,22.3,7.7,14.9,0.72,NA,"2019-05",May 2019,7564527,2019-05-28,130659048,"21",1708119,"2019",29503656,NA,NA
"596","Yellow",247742,4215927,21595,11786,10674,27.2,11.3,21.4,7.8,14.3,0.72,NA,"2019-04",Apr 2019,7432260,2019-04-28,126477810,"16",1734194,"2019",29511489,NA,NA
"597","Yellow",252634,4289036,21956,11912,10814,28.1,11.4,22.3,7.9,14.1,0.73,NA,"2019-03",Mar 2019,7831654,2019-03-28,132960116,"12",1768438,"2019",30023252,NA,NA
"598","Yellow",250654,4105322,21733,11895,10770,25.4,11.3,20.1,7.8,13.6,0.74,NA,"2019-02",Feb 2019,7018312,2019-02-28,114949016,"08",1754578,"2019",28737254,NA,NA
"599","Yellow",247315,3413625,22085,11867,10582,27.6,11.1,21.5,7.7,12.8,0.72,NA,"2019-01",Jan 2019,7666765,2019-01-28,105822375,"04",1731205,"2019",23895375,NA,NA
"600","Yellow",263609,3852809,23042,11938,10803,28.1,11.5,21.7,7.7,14.7,0.68,NA,"2018-12",Dec 2018,8171879,2018-12-28,119437079,"52",1845263,"2018",26969663,NA,NA
"601","Yellow",271501,4035397,23459,11948,11040,27.7,11.8,21.4,7.8,15.2,0.7,NA,"2018-11",Nov 2018,8145030,2018-11-28,121061910,"48",1900507,"2018",28247779,NA,NA
"602","Yellow",284121,4267309,23600,12009,11151,28.8,12,22.2,7.9,15.2,0.71,NA,"2018-10",Oct 2018,8807751,2018-10-28,132286579,"43",1988847,"2018",29871163,NA,NA
"603","Yellow",267983,3995849,23055,12007,10741,26.8,11.7,20.6,7.9,15,0.7,NA,"2018-09",Sep 2018,8039490,2018-09-28,119875470,"39",1875881,"2018",27970943,NA,NA
"604","Yellow",253182,3742832,22319,11961,10655,27.6,11.3,21.4,7.8,14.1,0.7,NA,"2018-08",Aug 2018,7848642,2018-08-28,116027792,"35",1772274,"2018",26199824,NA,NA
"605","Yellow",253186,3735128,23142,12092,10788,27.7,11.3,21.3,7.7,14.1,0.68,NA,"2018-07",Jul 2018,7848766,2018-07-28,115788968,"30",1772302,"2018",26145896,NA,NA
"606","Yellow",290362,4283693,23737,12222,11223,27.5,11.9,21.4,7.9,14.7,0.7,NA,"2018-06",Jun 2018,8710860,2018-06-28,128510790,"26",2032534,"2018",29985851,NA,NA
"607","Yellow",297508,4431220,24330,12317,11396,28.7,12.1,22.3,7.9,14.9,0.69,NA,"2018-05",May 2018,9222748,2018-05-28,137367820,"22",2082556,"2018",31018540,NA,NA
"608","Yellow",310169,4486177,24807,12372,11534,28,12.4,21.5,8.1,14.2,0.7,NA,"2018-04",Apr 2018,9305070,2018-04-28,134585310,"17",2171183,"2018",31403239,NA,NA
"609","Yellow",304169,4293867,24991,12389,11480,28.7,12.2,21.9,7.9,13.7,0.7,NA,"2018-03",Mar 2018,9429239,2018-03-28,133109877,"13",2129183,"2018",30057069,NA,NA
"610","Yellow",303280,4138935,24641,12490,11535,25.9,12.1,19.9,8,13.1,0.71,NA,"2018-02",Feb 2018,8491840,2018-02-28,115890180,"09",2122960,"2018",28972545,NA,NA
"611","Yellow",282565,3863024,24923,12599,11304,27.8,11.6,21.1,7.7,13.1,0.7,NA,"2018-01",Jan 2018,8759515,2018-01-28,119753744,"04",1977955,"2018",27041168,NA,NA
"612","Yellow",306706,4407843,26038,12685,11743,28.7,12.2,21.8,7.8,14.5,0.66,NA,"2017-12",Dec 2017,9507886,2017-12-28,136643133,"52",2146942,"2017",30854901,NA,NA
"613","Yellow",309471,4517934,26347,12692,11921,28.2,12.4,21.5,7.8,14.8,0.68,NA,"2017-11",Nov 2017,9284130,2017-11-28,135538020,"48",2166297,"2017",31625538,NA,NA
"614","Yellow",315084,4681421,26536,12703,11931,29.1,12.5,22.1,7.9,14.8,0.68,NA,"2017-10",Oct 2017,9767604,2017-10-28,145124051,"43",2205588,"2017",32769947,NA,NA
"615","Yellow",298163,4422289,25604,12656,11499,27.3,12.1,20.6,7.9,14.8,0.67,NA,"2017-09",Sep 2017,8944890,2017-09-28,132668670,"39",2087141,"2017",30956023,NA,NA
"616","Yellow",271676,3985437,25164,12690,11550,28.2,11.7,21.6,7.7,14,0.66,NA,"2017-08",Aug 2017,8421956,2017-08-28,123548547,"35",1901732,"2017",27898059,NA,NA
"617","Yellow",277042,4037177,26108,12792,11583,28.1,11.8,21.1,7.7,14.1,0.66,NA,"2017-07",Jul 2017,8588302,2017-07-28,125152487,"30",1939294,"2017",28260239,NA,NA
"618","Yellow",321877,4751867,26664,12894,12038,28,12.4,21.5,7.8,14.8,0.67,NA,"2017-06",Jun 2017,9656310,2017-06-28,142556010,"26",2253139,"2017",33263069,NA,NA
"619","Yellow",325857,4848494,27655,12977,12159,29,12.6,21.9,7.8,15,0.67,NA,"2017-05",May 2017,10101567,2017-05-28,150303314,"21",2280999,"2017",33939458,NA,NA
"620","Yellow",334865,4865420,27802,12981,12229,28.3,12.8,21.4,7.9,14.3,0.67,NA,"2017-04",Apr 2017,10045950,2017-04-28,145962600,"17",2344055,"2017",34057940,NA,NA
"621","Yellow",332075,4770322,27900,12990,12146,29,12.8,21.8,7.9,14,0.68,NA,"2017-03",Mar 2017,10294325,2017-03-28,147879982,"13",2324525,"2017",33392254,NA,NA
"622","Yellow",327451,4531822,27523,12967,12112,26.2,12.6,19.6,7.9,13.3,0.68,NA,"2017-02",Feb 2017,9168628,2017-02-28,126891016,"09",2292157,"2017",31722754,NA,NA
"623","Yellow",313229,4314880,27782,13058,11990,28.5,12.2,21,7.8,13,0.67,NA,"2017-01",Jan 2017,9710099,2017-01-28,133761280,"04",2192603,"2017",30204160,NA,NA
"624","Yellow",337071,4869413,28743,13197,12329,29,12.8,21.7,7.8,14.6,0.64,NA,"2016-12",Dec 2016,10449201,2016-12-28,150951803,"52",2359497,"2016",34085891,NA,NA
"625","Yellow",336737,4980423,29080,13159,12437,28.4,12.9,21.3,7.8,15.9,0.66,NA,"2016-11",Nov 2016,10102110,2016-11-28,149412690,"48",2357159,"2016",34862961,NA,NA
"626","Yellow",350380,5196275,29383,13198,12433,29.2,13.1,21.8,7.9,16,0.66,NA,"2016-10",Oct 2016,10861780,2016-10-28,161084525,"43",2452660,"2016",36373925,NA,NA
"627","Yellow",337321,5167170,28526,13166,12137,27.7,12.8,20.6,7.9,16,0.66,NA,"2016-09",Sep 2016,10119630,2016-09-28,155015100,"39",2361247,"2016",36170190,NA,NA
"628","Yellow",320718,4722586,28340,13203,12266,28.8,12.5,21.7,7.8,15.5,0.64,NA,"2016-08",Aug 2016,9942258,2016-08-28,146400166,"34",2245026,"2016",33058102,NA,NA
"629","Yellow",332231,4924633,29062,13293,12266,28.6,12.6,21.3,7.8,15.7,0.64,NA,"2016-07",Jul 2016,10299161,2016-07-28,152663623,"30",2325617,"2016",34472431,NA,NA
"630","Yellow",371257,5564246,29899,13354,12781,28.7,13.3,21.8,7.8,16.7,0.66,NA,"2016-06",Jun 2016,11137710,2016-06-28,166927380,"26",2598799,"2016",38949722,NA,NA
"631","Yellow",381878,5654653,30509,13381,12777,29.6,13.5,22.1,8,15.8,0.66,NA,"2016-05",May 2016,11838218,2016-05-28,175294243,"21",2673146,"2016",39582571,NA,NA
"632","Yellow",397780,5721501,30488,13370,12875,28.9,13.8,21.7,8.1,17.4,0.67,NA,"2016-04",Apr 2016,11933400,2016-04-28,171645030,"17",2784460,"2016",40050507,NA,NA
